,location,gender,rent,lowerage,upperage
658,Charlottenburg-Wilmersdorf,unknown,650,45,51
659,Marzahn-Hellersdorf,female,600,35,37
660,Marzahn-Hellersdorf,unknown,800,23,46
661,Tempelhof-Schoeneberg,male,650,32,46
662,Steglitz-Zehlendorf,male,700,47,61
663,Reinickendorf,unknown,400,35,52
664,Tempelhof-Schoeneberg,male,350,27,32
665,Marzahn-Hellersdorf,male,600,33,34
666,Pankow,male,650,20,36
667,Marzahn-Hellersdorf,male,750,25,40
668,Treptow-Koepenick,female,450,35,37
669,Neukoelln,female,600,41,60
670,Mitte,unknown,550,36,57
671,Neukoelln,female,400,33,46
672,Lichtenberg,female,800,48,64
673,Lichtenberg,female,700,24,43
674,Reinickendorf,unknown,450,27,38
675,Reinickendorf,unknown,750,21,23
676,Lichtenberg,unknown,550,18,20
677,Reinickendorf,male,650,18,35
678,Spandau,female,600,40,42
679,Treptow-Koepenick,unknown,600,35,56
680,Steglitz-Zehlendorf,female,650,47,60
681,Lichtenberg,unknown,800,36,46
682,Spandau,male,500,41,53
683,Steglitz-Zehlendorf,unknown,400,29,38
684,Lichtenberg,male,450,39,56
685,Tempelhof-Schoeneberg,unknown,650,46,56
686,Lichtenberg,unknown,500,29,43
687,Neukoelln,male,800,33,39
688,Pankow,female,700,32,39
689,Steglitz-Zehlendorf,unknown,450,46,64
690,Pankow,male,600,22,28
691,Friedrichshain-Kreuzberg,unknown,750,39,47
692,Steglitz-Zehlendorf,unknown,800,35,49
693,Reinickendorf,female,650,23,37
694,Treptow-Koepenick,female,550,42,46
695,Charlottenburg-Wilmersdorf,male,450,43,55
696,Treptow-Koepenick,male,800,19,29
697,Reinickendorf,male,600,40,48
698,Reinickendorf,female,400,20,24
699,Spandau,female,600,40,48
700,Friedrichshain-Kreuzberg,female,650,47,65
701,Treptow-Koepenick,unknown,700,28,34
702,Neukoelln,male,800,24,46
703,Treptow-Koepenick,female,600,38,53
704,Spandau,female,400,49,71
705,Friedrichshain-Kreuzberg,female,650,49,70
706,Charlottenburg-Wilmersdorf,female,600,37,61
707,Spandau,unknown,450,41,60
708,Charlottenburg-Wilmersdorf,female,800,34,54
709,Mitte,unknown,550,25,34
710,Reinickendorf,female,550,26,37
711,Marzahn-Hellersdorf,male,650,36,43
712,Tempelhof-Schoeneberg,female,500,46,59
713,Mitte,female,650,36,45
714,Friedrichshain-Kreuzberg,unknown,450,30,51
715,Marzahn-Hellersdorf,unknown,800,42,56
716,Lichtenberg,female,450,36,42
717,Neukoelln,female,550,23,43
718,Neukoelln,female,400,34,49
719,Steglitz-Zehlendorf,male,400,20,31
720,Pankow,male,550,35,38
721,Reinickendorf,male,400,30,41
722,Treptow-Koepenick,unknown,600,19,34
723,Lichtenberg,unknown,750,19,37
724,Mitte,female,550,45,52
725,Lichtenberg,male,500,24,45
726,Treptow-Koepenick,female,700,35,49
727,Pankow,unknown,650,38,52
728,Friedrichshain-Kreuzberg,unknown,550,34,40
729,Neukoelln,unknown,500,44,65
730,Pankow,unknown,800,30,37
731,Reinickendorf,female,750,45,60
732,Spandau,female,800,22,26
733,Neukoelln,female,700,34,53
734,Spandau,female,650,35,40
735,Friedrichshain-Kreuzberg,female,550,32,50
736,Charlottenburg-Wilmersdorf,female,800,28,34
737,Spandau,unknown,500,19,42
738,Steglitz-Zehlendorf,male,450,25,35
739,Charlottenburg-Wilmersdorf,unknown,600,27,28
740,Tempelhof-Schoeneberg,male,650,46,48
741,Charlottenburg-Wilmersdorf,male,700,38,47
742,Tempelhof-Schoeneberg,male,800,29,47
743,Tempelhof-Schoeneberg,unknown,700,42,53
744,Neukoelln,male,800,48,51
745,Tempelhof-Schoeneberg,female,750,27,36
746,Steglitz-Zehlendorf,male,750,39,62
747,Tempelhof-Schoeneberg,female,450,40,50
748,Neukoelln,female,400,48,55
749,Pankow,female,400,32,44
750,Marzahn-Hellersdorf,female,550,27,48
751,Lichtenberg,male,700,21,40
752,Tempelhof-Schoeneberg,female,750,26,41
753,Steglitz-Zehlendorf,unknown,450,36,42
754,Treptow-Koepenick,female,700,40,43
755,Charlottenburg-Wilmersdorf,female,650,21,30
756,Pankow,male,750,40,64
757,Spandau,male,800,41,52
758,Steglitz-Zehlendorf,male,600,47,61
759,Friedrichshain-Kreuzberg,unknown,600,31,49
760,Reinickendorf,female,700,38,49
761,Tempelhof-Schoeneberg,male,700,37,41
762,Spandau,male,500,32,39
763,Marzahn-Hellersdorf,unknown,750,39,43
764,Tempelhof-Schoeneberg,female,650,19,31
765,Pankow,male,650,30,32
766,Treptow-Koepenick,female,550,22,30
767,Pankow,male,800,25,42
768,Lichtenberg,male,750,28,47
769,Tempelhof-Schoeneberg,female,550,45,64
770,Pankow,male,500,28,52
771,Tempelhof-Schoeneberg,male,750,36,53
772,Marzahn-Hellersdorf,male,450,19,23
773,Marzahn-Hellersdorf,male,650,29,30
774,Reinickendorf,unknown,500,27,40
775,Charlottenburg-Wilmersdorf,female,500,36,60
776,Friedrichshain-Kreuzberg,unknown,750,32,33
777,Charlottenburg-Wilmersdorf,female,650,31,44
778,Neukoelln,male,500,24,36
779,Spandau,unknown,450,49,55
780,Steglitz-Zehlendorf,male,600,38,46
781,Spandau,unknown,450,31,38
782,Treptow-Koepenick,unknown,550,48,71
783,Reinickendorf,unknown,550,36,46
784,Tempelhof-Schoeneberg,female,650,20,24
785,Lichtenberg,unknown,550,43,57
786,Reinickendorf,unknown,500,23,44
787,Reinickendorf,unknown,550,47,48
788,Spandau,unknown,550,18,24
789,Treptow-Koepenick,female,500,28,43
790,Pankow,unknown,750,27,42
791,Spandau,male,600,32,39
792,Pankow,female,550,34,41
793,Treptow-Koepenick,male,500,33,47
794,Tempelhof-Schoeneberg,female,650,49,71
795,Marzahn-Hellersdorf,unknown,650,34,42
796,Steglitz-Zehlendorf,unknown,800,21,36
797,Marzahn-Hellersdorf,male,400,25,27
798,Tempelhof-Schoeneberg,female,500,33,57
799,Mitte,female,650,46,49
800,Treptow-Koepenick,male,650,47,67
801,Steglitz-Zehlendorf,male,400,25,34
802,Spandau,female,400,19,22
803,Tempelhof-Schoeneberg,female,550,18,24
804,Marzahn-Hellersdorf,female,450,25,27
805,Charlottenburg-Wilmersdorf,female,450,20,31
806,Marzahn-Hellersdorf,female,500,39,62
807,Neukoelln,unknown,550,39,40
808,Pankow,male,700,43,46
809,Steglitz-Zehlendorf,male,400,46,56
810,Lichtenberg,unknown,750,41,49
811,Charlottenburg-Wilmersdorf,male,650,47,48
812,Treptow-Koepenick,unknown,550,35,57
813,Mitte,unknown,600,26,28
814,Marzahn-Hellersdorf,unknown,700,21,27
815,Mitte,male,600,33,51
816,Marzahn-Hellersdorf,female,400,19,20
817,Steglitz-Zehlendorf,unknown,700,35,51
818,Steglitz-Zehlendorf,male,800,32,36
819,Treptow-Koepenick,unknown,650,29,43
820,Lichtenberg,male,650,22,46
821,Lichtenberg,male,700,40,49
822,Charlottenburg-Wilmersdorf,unknown,450,49,65
823,Charlottenburg-Wilmersdorf,female,400,42,66
824,Tempelhof-Schoeneberg,female,800,37,44
825,Lichtenberg,unknown,600,32,36
826,Spandau,unknown,650,20,26
827,Tempelhof-Schoeneberg,female,650,35,58
828,Spandau,male,750,22,24
829,Pankow,female,400,39,57
830,Reinickendorf,male,650,22,44
831,Treptow-Koepenick,unknown,600,43,65
832,Friedrichshain-Kreuzberg,female,400,39,52
833,Friedrichshain-Kreuzberg,unknown,450,42,50
834,Spandau,unknown,350,41,42
835,Treptow-Koepenick,unknown,450,46,61
836,Neukoelln,female,550,38,55
837,Marzahn-Hellersdorf,female,700,49,56
838,Lichtenberg,unknown,750,40,60
839,Tempelhof-Schoeneberg,male,700,42,60
840,Charlottenburg-Wilmersdorf,unknown,600,41,57
841,Marzahn-Hellersdorf,male,700,21,30
842,Treptow-Koepenick,female,550,35,57
843,Treptow-Koepenick,female,400,30,54
844,Tempelhof-Schoeneberg,unknown,450,18,31
845,Neukoelln,male,450,39,55
846,Reinickendorf,female,450,20,41
847,Tempelhof-Schoeneberg,male,400,43,66
848,Charlottenburg-Wilmersdorf,unknown,400,28,48
849,Lichtenberg,unknown,700,28,35
850,Tempelhof-Schoeneberg,male,400,25,45
851,Charlottenburg-Wilmersdorf,female,650,25,45
852,Reinickendorf,unknown,800,33,42
853,Tempelhof-Schoeneberg,male,600,43,57
854,Tempelhof-Schoeneberg,male,500,28,34
855,Treptow-Koepenick,male,500,47,68
856,Friedrichshain-Kreuzberg,unknown,750,29,36
857,Steglitz-Zehlendorf,unknown,800,27,32
858,Charlottenburg-Wilmersdorf,male,750,20,21
859,Neukoelln,unknown,600,31,36
860,Pankow,unknown,500,21,30
861,Friedrichshain-Kreuzberg,male,750,43,56
862,Tempelhof-Schoeneberg,male,450,29,38
863,Spandau,male,450,42,47
864,Pankow,male,450,24,25
865,Treptow-Koepenick,unknown,750,26,50
866,Marzahn-Hellersdorf,male,500,38,40
867,Steglitz-Zehlendorf,female,650,45,68
868,Friedrichshain-Kreuzberg,male,800,30,47
869,Friedrichshain-Kreuzberg,female,750,29,48
870,Marzahn-Hellersdorf,unknown,650,41,63
871,Lichtenberg,male,750,45,54
872,Charlottenburg-Wilmersdorf,male,550,48,49
873,Reinickendorf,female,550,29,37
874,Tempelhof-Schoeneberg,unknown,750,48,69
875,Steglitz-Zehlendorf,unknown,600,47,58
876,Lichtenberg,male,650,20,35
877,Steglitz-Zehlendorf,male,700,36,52
878,Neukoelln,female,750,44,49
879,Reinickendorf,unknown,600,48,60
880,Tempelhof-Schoeneberg,female,500,19,32
881,Lichtenberg,female,750,25,33
882,Pankow,unknown,700,39,44
883,Neukoelln,female,650,33,37
884,Spandau,female,650,36,39
885,Friedrichshain-Kreuzberg,male,400,45,68
886,Pankow,unknown,350,30,31
887,Mitte,female,800,29,38
888,Mitte,unknown,800,45,69
889,Mitte,unknown,700,39,56
890,Pankow,unknown,500,39,45
891,Tempelhof-Schoeneberg,unknown,550,49,71
892,Neukoelln,female,500,34,56
893,Treptow-Koepenick,male,400,21,43
894,Neukoelln,unknown,450,45,51
895,Tempelhof-Schoeneberg,unknown,700,19,32
896,Tempelhof-Schoeneberg,male,500,34,56
897,Marzahn-Hellersdorf,unknown,450,19,40
898,Steglitz-Zehlendorf,male,650,38,40
899,Spandau,unknown,600,18,27
900,Neukoelln,unknown,400,42,49
901,Reinickendorf,male,800,25,39
902,Marzahn-Hellersdorf,unknown,650,19,34
903,Mitte,unknown,550,47,54
904,Marzahn-Hellersdorf,female,800,23,45
905,Steglitz-Zehlendorf,male,600,44,58
906,Tempelhof-Schoeneberg,female,700,49,64
907,Spandau,female,700,21,29
908,Charlottenburg-Wilmersdorf,female,750,48,49
909,Reinickendorf,male,750,47,59
910,Charlottenburg-Wilmersdorf,unknown,750,18,42
911,Friedrichshain-Kreuzberg,male,650,28,44
912,Tempelhof-Schoeneberg,female,450,26,27
913,Charlottenburg-Wilmersdorf,female,600,45,62
914,Lichtenberg,female,400,22,23
915,Friedrichshain-Kreuzberg,male,800,43,57
916,Marzahn-Hellersdorf,female,700,31,40
917,Spandau,male,400,44,45
918,Steglitz-Zehlendorf,unknown,600,25,41
919,Tempelhof-Schoeneberg,male,600,20,22
920,Treptow-Koepenick,male,400,24,47
921,Charlottenburg-Wilmersdorf,unknown,800,19,29
922,Neukoelln,male,400,22,40
923,Treptow-Koepenick,male,650,47,48
924,Reinickendorf,unknown,400,21,32
925,Treptow-Koepenick,unknown,450,21,26
926,Neukoelln,female,750,45,48
927,Neukoelln,female,450,34,57
928,Friedrichshain-Kreuzberg,unknown,750,38,61
929,Friedrichshain-Kreuzberg,unknown,500,38,56
930,Lichtenberg,unknown,700,25,36
931,Mitte,unknown,500,45,47
932,Lichtenberg,female,450,36,42
933,Steglitz-Zehlendorf,female,750,22,24
934,Neukoelln,male,800,45,55
935,Spandau,female,550,23,46
936,Friedrichshain-Kreuzberg,unknown,650,30,40
937,Treptow-Koepenick,female,600,25,48
938,Pankow,unknown,500,26,40
939,Reinickendorf,female,400,38,59
940,Marzahn-Hellersdorf,unknown,500,49,63
941,Reinickendorf,female,600,23,45
942,Treptow-Koepenick,male,800,34,58
943,Friedrichshain-Kreuzberg,unknown,500,46,69
944,Charlottenburg-Wilmersdorf,unknown,700,22,35
945,Reinickendorf,female,750,26,50
946,Steglitz-Zehlendorf,unknown,750,19,20
947,Mitte,female,550,45,63
948,Neukoelln,male,800,21,35
949,Mitte,female,800,39,58
950,Treptow-Koepenick,male,700,28,38
951,Tempelhof-Schoeneberg,male,450,36,50
952,Neukoelln,female,550,29,38
953,Friedrichshain-Kreuzberg,unknown,450,48,62
954,Mitte,unknown,450,26,31
955,Tempelhof-Schoeneberg,female,800,47,59
956,Friedrichshain-Kreuzberg,unknown,500,47,53
957,Steglitz-Zehlendorf,female,750,26,46
958,Marzahn-Hellersdorf,female,550,24,35
959,Friedrichshain-Kreuzberg,unknown,750,21,41
960,Steglitz-Zehlendorf,unknown,500,28,38
961,Steglitz-Zehlendorf,unknown,500,32,50
962,Friedrichshain-Kreuzberg,female,450,43,51
963,Pankow,unknown,650,24,47
964,Neukoelln,male,600,26,47
965,Mitte,female,450,23,36
966,Tempelhof-Schoeneberg,female,750,30,39
967,Mitte,female,650,46,48
968,Spandau,female,800,30,31
969,Spandau,unknown,750,31,36
970,Reinickendorf,female,550,22,32
971,Pankow,female,650,45,46
972,Marzahn-Hellersdorf,male,400,41,53
973,Mitte,unknown,800,36,44
974,Steglitz-Zehlendorf,unknown,750,28,35
975,Neukoelln,unknown,750,30,47
976,Treptow-Koepenick,female,500,24,27
977,Tempelhof-Schoeneberg,male,450,35,56
978,Lichtenberg,female,700,35,37
979,Pankow,female,650,27,50
980,Reinickendorf,male,450,23,32
981,Spandau,female,450,22,39
982,Pankow,female,650,27,29
983,Spandau,female,550,19,30
984,Reinickendorf,male,500,38,50
985,Tempelhof-Schoeneberg,male,550,41,57
986,Tempelhof-Schoeneberg,female,650,49,53
987,Steglitz-Zehlendorf,unknown,750,41,53
988,Steglitz-Zehlendorf,male,700,23,35
989,Treptow-Koepenick,female,550,35,43
990,Marzahn-Hellersdorf,female,550,20,25
991,Neukoelln,male,500,45,67
992,Steglitz-Zehlendorf,male,750,35,43
993,Reinickendorf,male,650,38,57
994,Charlottenburg-Wilmersdorf,female,450,41,51
995,Marzahn-Hellersdorf,male,600,22,24
996,Treptow-Koepenick,female,500,40,52
997,Friedrichshain-Kreuzberg,male,800,27,42
998,Spandau,male,450,35,52
999,Treptow-Koepenick,unknown,550,44,68
1000,Pankow,female,800,46,56
1001,Charlottenburg-Wilmersdorf,unknown,500,20,37
1002,Steglitz-Zehlendorf,female,550,35,48
1003,Tempelhof-Schoeneberg,female,500,35,42
1004,Lichtenberg,female,650,41,49
1005,Lichtenberg,unknown,800,36,38
1006,Charlottenburg-Wilmersdorf,female,500,33,48
1007,Marzahn-Hellersdorf,male,800,18,35
1008,Mitte,female,750,21,32
1009,Neukoelln,unknown,700,18,41
1010,Spandau,unknown,400,28,34
1011,Pankow,unknown,700,32,35
1012,Reinickendorf,unknown,700,26,48
1013,Lichtenberg,male,650,39,63
1014,Lichtenberg,unknown,550,28,29
1015,Lichtenberg,male,700,45,47
1016,Treptow-Koepenick,female,650,30,35
1017,Lichtenberg,female,650,41,63
1018,Reinickendorf,female,500,34,38
1019,Mitte,unknown,500,49,66
1020,Charlottenburg-Wilmersdorf,female,700,22,39
1021,Friedrichshain-Kreuzberg,male,450,41,55
1022,Spandau,unknown,750,39,56
1023,Tempelhof-Schoeneberg,female,500,35,49
1024,Spandau,unknown,500,28,34
1025,Treptow-Koepenick,male,750,18,38
1026,Spandau,male,700,38,47
1027,Charlottenburg-Wilmersdorf,unknown,550,33,57
1028,Reinickendorf,female,700,19,22
1029,Steglitz-Zehlendorf,unknown,500,21,34
1030,Reinickendorf,female,600,19,39
1031,Pankow,male,800,41,61
1032,Tempelhof-Schoeneberg,unknown,600,24,47
1033,Charlottenburg-Wilmersdorf,female,550,37,56
1034,Marzahn-Hellersdorf,unknown,450,35,47
1035,Friedrichshain-Kreuzberg,male,600,47,52
1036,Reinickendorf,unknown,400,29,33
1037,Friedrichshain-Kreuzberg,female,550,44,50
1038,Neukoelln,female,750,38,48
1039,Marzahn-Hellersdorf,female,750,28,43
1040,Marzahn-Hellersdorf,male,750,26,35
1041,Pankow,female,450,37,58
1042,Treptow-Koepenick,female,500,27,47
1043,Pankow,female,500,36,48
1044,Mitte,female,800,27,40
1045,Friedrichshain-Kreuzberg,female,600,45,53
1046,Treptow-Koepenick,unknown,400,37,45
1047,Friedrichshain-Kreuzberg,female,700,24,45
1048,Pankow,unknown,650,22,43
1049,Charlottenburg-Wilmersdorf,female,400,28,41
1050,Spandau,male,500,34,49
1051,Reinickendorf,female,650,34,49
1052,Marzahn-Hellersdorf,unknown,750,20,35
1053,Lichtenberg,female,400,24,34
1054,Lichtenberg,female,550,37,52
1055,Charlottenburg-Wilmersdorf,female,750,24,42
1056,Treptow-Koepenick,unknown,450,35,59
1057,Pankow,male,700,23,27
1058,Charlottenburg-Wilmersdorf,unknown,500,33,34
1059,Neukoelln,unknown,600,21,36
1060,Steglitz-Zehlendorf,unknown,700,46,56
1061,Charlottenburg-Wilmersdorf,female,700,25,43
1062,Reinickendorf,female,750,30,37
1063,Charlottenburg-Wilmersdorf,unknown,700,35,36
1064,Charlottenburg-Wilmersdorf,male,400,36,41
1065,Spandau,male,550,20,30
1066,Steglitz-Zehlendorf,unknown,700,23,24
1067,Mitte,unknown,500,39,49
1068,Mitte,female,750,41,53
1069,Spandau,female,400,32,34
1070,Lichtenberg,female,500,27,48
1071,Neukoelln,unknown,450,31,47
1072,Steglitz-Zehlendorf,male,450,47,50
1073,Tempelhof-Schoeneberg,female,400,48,54
1074,Neukoelln,female,650,22,34
1075,Charlottenburg-Wilmersdorf,female,750,39,54
1076,Steglitz-Zehlendorf,unknown,700,27,47
1077,Charlottenburg-Wilmersdorf,unknown,700,36,49
1078,Treptow-Koepenick,male,550,26,50
1079,Treptow-Koepenick,male,450,39,49
1080,Neukoelln,unknown,450,48,51
1081,Steglitz-Zehlendorf,unknown,750,35,44
1082,Steglitz-Zehlendorf,female,800,23,28
1083,Neukoelln,unknown,700,40,48
1084,Charlottenburg-Wilmersdorf,unknown,800,44,62
1085,Charlottenburg-Wilmersdorf,unknown,450,37,57
1086,Pankow,unknown,400,21,24
1087,Friedrichshain-Kreuzberg,female,750,33,34
1088,Neukoelln,male,700,49,64
1089,Pankow,male,600,28,49
1090,Pankow,unknown,600,49,59
1091,Steglitz-Zehlendorf,unknown,550,48,64
1092,Lichtenberg,male,700,46,52
1093,Steglitz-Zehlendorf,male,450,23,29
1094,Steglitz-Zehlendorf,male,550,48,57
1095,Marzahn-Hellersdorf,female,800,24,25
1096,Marzahn-Hellersdorf,unknown,550,18,20
1097,Friedrichshain-Kreuzberg,unknown,500,35,38
1098,Neukoelln,unknown,450,43,59
1099,Friedrichshain-Kreuzberg,unknown,400,46,67
1100,Treptow-Koepenick,male,700,22,36
1101,Steglitz-Zehlendorf,female,750,29,34
1102,Reinickendorf,unknown,550,23,31
1103,Charlottenburg-Wilmersdorf,female,650,27,30
1104,Reinickendorf,unknown,750,42,60
1105,Marzahn-Hellersdorf,female,700,20,25
1106,Friedrichshain-Kreuzberg,female,450,49,69
1107,Spandau,male,450,36,45
1108,Charlottenburg-Wilmersdorf,unknown,650,18,24
1109,Marzahn-Hellersdorf,unknown,750,25,28
1110,Pankow,unknown,400,36,58
1111,Steglitz-Zehlendorf,unknown,500,31,33
1112,Pankow,unknown,550,41,55
1113,Mitte,female,700,21,43
1114,Steglitz-Zehlendorf,female,700,33,49
1115,Treptow-Koepenick,male,750,24,32
1116,Neukoelln,female,400,43,49
1117,Friedrichshain-Kreuzberg,female,600,22,34
1118,Pankow,unknown,400,38,54
1119,Charlottenburg-Wilmersdorf,unknown,650,39,52
1120,Marzahn-Hellersdorf,male,450,43,67
1121,Mitte,female,600,35,50
1122,Friedrichshain-Kreuzberg,unknown,400,26,40
1123,Tempelhof-Schoeneberg,female,750,42,49
1124,Steglitz-Zehlendorf,unknown,400,36,54
1125,Mitte,female,500,37,56
1126,Spandau,unknown,700,44,59
1127,Friedrichshain-Kreuzberg,female,700,30,40
1128,Lichtenberg,unknown,550,39,48
1129,Marzahn-Hellersdorf,female,750,47,64
1130,Spandau,unknown,800,44,48
1131,Pankow,male,450,43,54
1132,Steglitz-Zehlendorf,unknown,650,48,51
1133,Mitte,male,550,33,57
1134,Tempelhof-Schoeneberg,unknown,800,33,44
1135,Marzahn-Hellersdorf,unknown,500,27,42
1136,Neukoelln,male,450,29,33
1137,Steglitz-Zehlendorf,male,500,31,40
1138,Pankow,female,750,36,47
1139,Mitte,female,750,31,38
1140,Reinickendorf,unknown,600,45,56
1141,Mitte,unknown,700,33,51
1142,Marzahn-Hellersdorf,male,700,29,41
1143,Marzahn-Hellersdorf,male,400,44,56
1144,Steglitz-Zehlendorf,male,750,38,41
1145,Friedrichshain-Kreuzberg,unknown,650,47,68
1146,Neukoelln,unknown,550,35,48
1147,Tempelhof-Schoeneberg,male,650,42,63
1148,Lichtenberg,female,800,47,63
1149,Lichtenberg,female,750,40,47
1150,Spandau,unknown,800,26,47
1151,Marzahn-Hellersdorf,male,550,23,32
1152,Pankow,female,500,34,44
1153,Reinickendorf,female,800,39,50
1154,Spandau,female,750,24,26
1155,Neukoelln,unknown,700,40,45
1156,Tempelhof-Schoeneberg,unknown,550,27,30
1157,Marzahn-Hellersdorf,male,400,30,42
1158,Lichtenberg,female,500,34,37
1159,Tempelhof-Schoeneberg,female,800,29,45
1160,Tempelhof-Schoeneberg,female,650,44,67
1161,Tempelhof-Schoeneberg,unknown,750,48,51
1162,Spandau,female,800,49,55
1163,Tempelhof-Schoeneberg,male,450,40,55
1164,Pankow,male,400,33,36
1165,Mitte,unknown,700,46,53
1166,Charlottenburg-Wilmersdorf,unknown,400,27,51
1167,Charlottenburg-Wilmersdorf,unknown,800,24,27
1168,Charlottenburg-Wilmersdorf,female,700,34,49
1169,Treptow-Koepenick,male,400,22,23
1170,Tempelhof-Schoeneberg,female,500,36,39
1171,Spandau,female,600,25,29
1172,Steglitz-Zehlendorf,male,800,44,49
1173,Friedrichshain-Kreuzberg,male,750,32,53
1174,Marzahn-Hellersdorf,male,650,47,48
1175,Friedrichshain-Kreuzberg,unknown,500,39,51
1176,Lichtenberg,female,750,43,64
1177,Spandau,unknown,500,36,54
1178,Pankow,female,600,37,43
1179,Charlottenburg-Wilmersdorf,male,750,18,20
1180,Pankow,male,750,29,47
1181,Reinickendorf,female,800,37,51
1182,Spandau,female,450,30,49
1183,Spandau,unknown,700,36,43
1184,Tempelhof-Schoeneberg,female,450,34,36
1185,Reinickendorf,male,600,20,40
1186,Mitte,female,400,33,56
1187,Neukoelln,female,550,21,43
1188,Neukoelln,female,750,39,61
1189,Lichtenberg,male,750,20,35
1190,Neukoelln,male,400,48,63
1191,Steglitz-Zehlendorf,male,700,41,47
1192,Neukoelln,male,400,42,66
1193,Neukoelln,female,450,25,29
1194,Charlottenburg-Wilmersdorf,unknown,700,40,52
1195,Marzahn-Hellersdorf,unknown,800,25,49
1196,Steglitz-Zehlendorf,male,700,39,61
1197,Lichtenberg,female,500,35,37
1198,Charlottenburg-Wilmersdorf,female,800,38,39
1199,Tempelhof-Schoeneberg,male,450,46,70
1200,Charlottenburg-Wilmersdorf,male,550,42,62
1201,Lichtenberg,unknown,800,27,45
1202,Tempelhof-Schoeneberg,female,750,46,54
1203,Friedrichshain-Kreuzberg,female,600,27,40
1204,Treptow-Koepenick,male,450,41,56
1205,Charlottenburg-Wilmersdorf,unknown,400,35,38
1206,Neukoelln,unknown,400,20,41
1207,Charlottenburg-Wilmersdorf,female,700,28,42
1208,Marzahn-Hellersdorf,female,500,38,61
1209,Mitte,unknown,700,22,39
1210,Spandau,unknown,650,28,36
1211,Friedrichshain-Kreuzberg,unknown,500,33,50
1212,Treptow-Koepenick,female,500,29,50
1213,Pankow,female,450,29,53
1214,Reinickendorf,female,400,35,52
1215,Neukoelln,unknown,700,21,26
1216,Pankow,female,550,26,47
1217,Reinickendorf,female,500,23,44
1218,Spandau,male,700,47,50
1219,Steglitz-Zehlendorf,unknown,800,19,40
